,ID_Sample,Sample Name,ID_Analyses,geographic location (longitude),"geographic location (country and/or sea,region)",environment (biome),environment (feature),environment (material),environmental package,elevation,geographic location (latitude),instrument model,ENA checklist,last update date,host,host scientific name
490,ERS1301114,rhizosphere W106 MS00485,MGYA00262126,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
491,ERS1301115,rhizosphere W106 MS00486,MGYA00262127,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
492,ERS1301116,rhizosphere W106 MS00487,MGYA00262128,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
493,ERS1301117,rhizosphere W106 MS00488,MGYA00262129,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
494,ERS1301118,rhizosphere W106 MS00489,MGYA00262130,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
495,ERS1301119,rhizosphere W106 MS00490,MGYA00262131,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
496,ERS1301120,rhizosphere W1514 MS00491,MGYA00262132,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
497,ERS1301121,rhizosphere W1514 MS00492,MGYA00262133,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
498,ERS1301122,rhizosphere W1514 MS00493,MGYA00262134,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
499,ERS1301123,rhizosphere W1514 MS00494,MGYA00262135,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
500,ERS1301124,rhizosphere W1514 MS00495,MGYA00262136,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
501,ERS1301125,rhizosphere W1514 MS00496,MGYA00262137,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
502,ERS1301126,rhizosphere W1514 MS00497,MGYA00262138,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
503,ERS1301127,rhizosphere W1514 MS00498,MGYA00262139,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
504,ERS1301128,rhizosphere W1514 MS00499,MGYA00262140,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
505,ERS1301129,rhizosphere W1514 MS00500,MGYA00262141,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
506,ERS1301130,rhizosphere Nipponbare MS00501,MGYA00262142,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
507,ERS1301131,rhizosphere Nipponbare MS00502,MGYA00262143,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
508,ERS1301132,rhizosphere Nipponbare MS00503,MGYA00262144,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
509,ERS1301133,rhizosphere Nipponbare MS00504,MGYA00262145,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
510,ERS1301134,rhizosphere Nipponbare MS00505,MGYA00262146,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
511,ERS1301135,rhizosphere Nipponbare MS00506,MGYA00262147,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
512,ERS1301136,rhizosphere Nipponbare MS00507,MGYA00262148,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
513,ERS1301137,rhizosphere Nipponbare MS00508,MGYA00262149,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
514,ERS1301138,rhizosphere Nipponbare MS00509,MGYA00262150,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
515,ERS1301139,rhizosphere Nipponbare MS00510,MGYA00262151,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
516,ERS1301140,rhizosphere Nipponbare MS00511,MGYA00262152,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
517,ERS1301141,rhizosphere Nipponbare MS00512,MGYA00262153,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
518,ERS1301142,rhizosphere Nipponbare MS00513,MGYA00262154,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
519,ERS1301143,rhizosphere Nipponbare MS00514,MGYA00262155,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
520,ERS1301144,rhizosphere Nipponbare MS00515,MGYA00262156,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
521,ERS1301145,rhizosphere Nipponbare MS00516,MGYA00262157,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
522,ERS1301146,rhizosphere Nipponbare MS00517,MGYA00262158,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
523,ERS1301147,rhizosphere Nipponbare MS00518,MGYA00262159,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
524,ERS1301148,rhizosphere Nipponbare MS00519,MGYA00262160,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
525,ERS1301149,rhizosphere Nipponbare MS00520,MGYA00262161,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
526,ERS1301150,rhizosphere 93-11 MS00521,MGYA00262162,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
527,ERS1301151,rhizosphere 93-11 MS00522,MGYA00262163,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
528,ERS1301152,rhizosphere 93-11 MS00523,MGYA00262164,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
529,ERS1301153,rhizosphere 93-11 MS00524,MGYA00262165,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
530,ERS1301154,rhizosphere 93-11 MS00525,MGYA00262166,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
531,ERS1301155,rhizosphere 93-11 MS00526,MGYA00262167,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
532,ERS1301156,rhizosphere 93-11 MS00527,MGYA00262168,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
533,ERS1301157,rhizosphere 93-11 MS00528,MGYA00262169,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
534,ERS1301158,rhizosphere 93-11 MS00529,MGYA00262170,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
535,ERS1301159,rhizosphere 93-11 MS00530,MGYA00262171,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
536,ERS1301160,rhizosphere kasalath MS00531,MGYA00262172,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
537,ERS1301161,rhizosphere kasalath MS00532,MGYA00262173,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
538,ERS1301162,rhizosphere kasalath MS00533,MGYA00262174,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
539,ERS1301163,rhizosphere kasalath MS00534,MGYA00262175,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
540,ERS1301164,rhizosphere kasalath MS00535,MGYA00262176,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
541,ERS1301165,rhizosphere kasalath MS00536,MGYA00262177,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
542,ERS1301166,rhizosphere kasalath MS00537,MGYA00262178,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
543,ERS1301167,rhizosphere kasalath MS00538,MGYA00262179,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
544,ERS1301168,rhizosphere kasalath MS00539,MGYA00262180,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
545,ERS1301169,rhizosphere kasalath MS00540,MGYA00262181,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
546,ERS1301170,rhizosphere W106 MS00541,MGYA00262182,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
547,ERS1301171,rhizosphere W106 MS00542,MGYA00262183,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
548,ERS1301172,rhizosphere W106 MS00543,MGYA00262184,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
549,ERS1301173,rhizosphere W106 MS00544,MGYA00262185,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
550,ERS1301174,rhizosphere W106 MS00545,MGYA00262186,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
551,ERS1301175,rhizosphere W106 MS00546,MGYA00262187,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
552,ERS1301176,rhizosphere W106 MS00547,MGYA00262188,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
553,ERS1301177,rhizosphere W106 MS00548,MGYA00262189,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
554,ERS1301178,rhizosphere W106 MS00549,MGYA00262190,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
555,ERS1301179,rhizosphere W106 MS00550,MGYA00262191,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
556,ERS1301180,rhizosphere W1514 MS00551,MGYA00262192,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
557,ERS1301181,rhizosphere W1514 MS00552,MGYA00262193,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
558,ERS1301182,rhizosphere W1514 MS00553,MGYA00262194,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
559,ERS1301183,rhizosphere W1514 MS00554,MGYA00262195,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
560,ERS1301184,rhizosphere W1514 MS00555,MGYA00262196,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
561,ERS1301185,rhizosphere W1514 MS00556,MGYA00262197,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
562,ERS1301186,rhizosphere W1514 MS00557,MGYA00262198,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
563,ERS1301187,rhizosphere W1514 MS00558,MGYA00262199,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
564,ERS1301188,rhizosphere W1514 MS00559,MGYA00262200,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
565,ERS1301189,rhizosphere W1514 MS00560,MGYA00262201,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
566,ERS1301190,rhizosphere Nipponbare MS00561,MGYA00262202,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
567,ERS1301191,rhizosphere Nipponbare MS00562,MGYA00262203,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
568,ERS1301192,rhizosphere Nipponbare MS00563,MGYA00262204,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
569,ERS1301193,rhizosphere Nipponbare MS00564,MGYA00262205,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
570,ERS1301194,rhizosphere Nipponbare MS00565,MGYA00262206,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
571,ERS1301195,rhizosphere Nipponbare MS00566,MGYA00262207,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
572,ERS1301196,rhizosphere Nipponbare MS00567,MGYA00262208,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
573,ERS1301197,rhizosphere Nipponbare MS00568,MGYA00262209,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
574,ERS1301198,rhizosphere Nipponbare MS00569,MGYA00262210,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
575,ERS1301199,rhizosphere Nipponbare MS00570,MGYA00262211,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
576,ERS1301200,rhizosphere Nipponbare MS00571,MGYA00262212,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
577,ERS1301201,rhizosphere Nipponbare MS00572,MGYA00262213,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
578,ERS1301202,rhizosphere Nipponbare MS00573,MGYA00262214,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
579,ERS1301203,rhizosphere Nipponbare MS00574,MGYA00262215,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
580,ERS1301204,rhizosphere Nipponbare MS00575,MGYA00262216,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
581,ERS1301205,rhizosphere Nipponbare MS00576,MGYA00262217,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
582,ERS1301206,rhizosphere Nipponbare MS00577,MGYA00262218,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
583,ERS1301207,rhizosphere Nipponbare MS00578,MGYA00262219,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
584,ERS1301208,rhizosphere Nipponbare MS00579,MGYA00262220,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
585,ERS1301209,rhizosphere Nipponbare MS00580,MGYA00262221,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
586,ERS1301210,rhizosphere Nipponbare MS00581,MGYA00262222,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
587,ERS1301211,rhizosphere Nipponbare MS00582,MGYA00262223,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
588,ERS1301212,rhizosphere Nipponbare MS00583,MGYA00262224,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
589,ERS1301213,rhizosphere Nipponbare MS00584,MGYA00262225,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
590,ERS1301214,rhizosphere Nipponbare MS00585,MGYA00262226,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
591,ERS1301215,rhizosphere Nipponbare MS00586,MGYA00262227,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
592,ERS1301216,rhizosphere Nipponbare MS00587,MGYA00262228,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
593,ERS1301217,rhizosphere Nipponbare MS00588,MGYA00262229,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
594,ERS1301218,rhizosphere Nipponbare MS00589,MGYA00262230,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
595,ERS1301219,rhizosphere Nipponbare MS00590,MGYA00262231,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
596,ERS1301220,rhizosphere Nipponbare MS00591,MGYA00262232,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
597,ERS1301221,rhizosphere Nipponbare MS00592,MGYA00262233,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
598,ERS1301222,rhizosphere Nipponbare MS00593,MGYA00262234,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
599,ERS1301223,rhizosphere Nipponbare MS00594,MGYA00262235,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
600,ERS1301224,rhizosphere Nipponbare MS00595,MGYA00262236,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
601,ERS1301225,rhizosphere Nipponbare MS00596,MGYA00262237,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
602,ERS1301226,rhizosphere Nipponbare MS00597,MGYA00262238,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
603,ERS1301227,rhizosphere Nipponbare MS00598,MGYA00262239,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
604,ERS1301228,rhizosphere Nipponbare MS00599,MGYA00262240,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
605,ERS1301229,rhizosphere Nipponbare MS00600,MGYA00262241,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
606,ERS1301230,rhizosphere 93-11 MS00601,MGYA00262242,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
607,ERS1301231,rhizosphere 93-11 MS00602,MGYA00262243,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
608,ERS1301232,rhizosphere 93-11 MS00603,MGYA00262244,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
609,ERS1301233,rhizosphere 93-11 MS00604,MGYA00262245,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
610,ERS1301234,rhizosphere 93-11 MS00605,MGYA00262246,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
611,ERS1301235,rhizosphere 93-11 MS00606,MGYA00262247,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
